Message,Subject,Spam/Ham,Date
"Unbreakable Bond Alert: Your Match Is Closer Than You Think - Click to Connect! Love Seeker, you are about to discover an incredible connection with an individual whose life may change forever. Click here to confirm your interest, and take the next step towards a new beginning. [malicious-link]",Congratulations! Your Easy-to-Withdraw Prize Is Ready. Click Now!,spam,2023-09-14
"Exclusive: Sign Up for Our New Wellness Program with One-Time Access to a Secret Guide! Wellness Enthusiast, prepare to unlock the secret to optimal health and vitality. Register now for our innovative wellness program and gain exclusive access to a hidden guide designed for your personal well-being. [malicious-link]",Urgent: Update Your Personal Information to Avoid Service Termination!,spam,2021-05-02
"Win Big with Our Exclusive Money-Making Opportunity! Aspiring Tycoon, your chance to conquer wealth awaits! Join our elite circle now to seize this exclusive opportunity. Click on the link, verify your details, and start making big money today. [malicious-link]",Exclusive: Sign Up for Our New Wellness Program with One-Time Access to a Secret Guide!,spam,2021-03-11
"You've Been Selected: Claim Your Easy Overseas Lottery Winnings! Lottery Winner, we are thrilled to inform you that you have been selected for an extraordinary life-changing prize! Click on this link to claim your overseas lottery winnings and embark on a new life with us. [malicious-link]",Unbreakable Bond Alert: Your Match Is Closer Than You Think - Click to Connect!,spam,2021-07-28
"Unlock Secret Discounts: Join Our VIP Club Today! Loyal Customer, you are invited to join our prestigious VIP Club and unlock a world of secret discounts. Become a part of our elite circle by clicking the link below and enjoy the benefits of exclusive offers straight away. [malicious-link]",You've Won a Free Trip! Claim Your Certificate of Travel Immediately!,spam,2021-02-18
"You've Won a Free Trip! Claim Your Certificate of Travel Immediately! Adventure Seeker, your luck has finally turned! Claim your certificate of travel and embark on a journey of a lifetime. Hurry, this offer is available for a limited time only. [malicious-link]",Win Big with Our Exclusive Deals!,spam,2021-05-30
"Congratulations! This is an exclusive offer just for you. Click the link below to claim your lifetime supply of our premium cologne. Hurry, this offer expires in 24 hours! http://getpremiumcologneysoon.com",You've Been Specially Selected – No Cost!,spam,2024-07-26
Re: Your Inheritance Waiting for You! Don't miss out on this once-in-a-lifetime opportunity. Claim your millions at www.inheritmillionsnow.com,Urgent: Update Your Account Information Now!,spam,2022-07-02
Update Your SpeedyDelivery Account – Faster shipping options now available. Visit our website using this secure link: www.speedyupdatenow.org,Guaranteed Weight Loss in Just 7 Days!,spam,2021-03-14
Get Slim Faster: Transform Your Body with Our Revolutionary Weight Loss Formula! Order now before supplies run out: www.slimfasterweightloss.com,Inherit Millions: Claim Your Share Today!,spam,2023-06-28
URGENT: Confirm your email to prevent account termination. Click here: www.confirmemailaccount.com,Exclusive Access to Limited-Time Discounts,spam,2023-01-16
Exclusive Invitation: First 100 guests only! Experience the ultimate gourmet food tasting event. RSVP before it's too late: www.gourmetfoodexclusive.com,Important: Your Photo Could Be Sold Online!,spam,2023-02-25
Viral Game Release: Last chance to download and join the trending online game 'SpaceRaiders' now! www.spacerraidersgame.net,Congratulations: You've Won a Free Trip!,spam,2020-05-05
Your Photo Could Be in Our Next Gallery! Apply now to showcase your talent: www.yourphotoongallery.com,Last Chance: Download Our Viral Game,spam,2021-09-28
Secure Your Future: Sign up for our innovative and risk-free investment strategy. Visit www.revolutionaryinvestmentplan.com,Secure Your Future with Our Revolutionary Investment Plan,spam,2020-09-17
Big Lottery Winners Announced: Claim your prize today at www.biglotterywinners.com,Exclusive Invitation: Win a Dream Vacation!,spam,2022-06-01
Get Rich from Home: Join the global network of millionaires with our proven business opportunity now: www.getrichfreelancers.com,Urgent: Account Verification Required Immediately,spam,2022-01-14
"Congratulations! This is not a joke. You have won an exclusive vacation package to the Maldives. Hurry, claim your free ticket by clicking the link below and providing your credit card information. Limited time offer to prevent others from getting this amazing deal. Don't miss out!",You've been Selected: Limited Offer for Elite Members Only,spam,2020-01-15
"Urgent: Immediate action required. We have detected suspicious activity on your account. To safeguard your funds, please verify your identity through the link provided. Failure to comply within the next 24 hours may result in temporary account suspension.",Congratulations! Your lottery win awaits,spam,2021-07-17
"Esteemed Member, as part of our commitment to you, we are offering an unparalleled discount on our premium products. Click the link below to unlock this exclusive offer, but note - this deal expires in under 3 hours. Offer valid for all Elites.",Special Discount: Unlock Hidden Deals Today,spam,2023-05-16
"You are the lucky winner of our annual Global Marathon! Reward includes a cash prize of $10,000 and a trip to the event, all due to your sign-up. Visit our website to claim your prize. Don't delay, this offer expires immediately.",Free Premium Membership Access – Join Now!,spam,2023-03-22
"You have been chosen for a once-in-a-lifetime opportunity! We are offering our premier members a lifetime membership for free, but act quickly. Click here and verify your membership to claim this irresistible offer. Expires within 30 minutes.",Alert: Unusual Activity Detected on Your Account,spam,2021-12-04
URGENT: Your account has been compromised. Visit our website to verify your identity using the verification code below. Immediate action is required to prevent account takeover. Failure to comply may lead to irreversible consequences.,Incredible Tech Gadget Giveaway – Limited Time,spam,2023-03-17
"Congratulations! You've been selected for our prestigious Investor Network. Gain early access to lucrative investment deals, exclusive seminars, and networking events. Click the link here to claim your membership benefits.",Incredible Weight Loss Opportunity Guaranteed,spam,2022-03-12
"Get ready to show off the latest and greatest in tech! Register now for our Tech Gadget Giveaway – the first 50 registrants will receive a FREE Tesla Model S! Hurry, this offer is valid until midnight tonight.",Inheritance Claim – Time-Sensitive Action Required,spam,2024-09-25
"Unbelievable Opportunity! Claim your free premium membership for just $19.99/month. This incredible deal only lasts for 72 hours, so act fast. Enjoy unlimited access to our exclusive online stores and services.",Exclusive Invitation: Claim Your Lotto Winnings Now!,spam,2022-12-30
Protect Your Inheritance! You are eligible to claim a significant part of a wealthy relative's estate. Please contact our legal team ASAP for more information. This claim will be accepted only within the next 48 hours.,You've been Selected: 100% Guaranteed Payout from Our New Product Line!,spam,2022-11-04
"Alert: You've been awarded a secret lottery prize. Click here to claim your Phantom Million Dollar! Hurry, this offer is valid for 12 hours. Include your credit card for processing.",Urgent: Update Your Account Information to Avoid Immediate Suspension,spam,2023-01-04
Congratulations! You are the lucky winner of millions in our upcoming jackpot. Click this link to claim your prize without any taxes. Limited time offer – act fast!,Final Call: Win Free Tickets to the Celebrity Gala!,spam,2021-03-10
You've been chosen for a once-in-a-lifetime opportunity. A 100% cash bonus awaits you after we verify your account. Don’t miss out!,Important Notice: Your Prescription is on Backorder – Renew Now!,spam,2021-04-24
Alert: Your account may be compromised. We need you to urgently confirm your identity by clicking this link or we'll have to suspend your services. Thank you for your cooperation.,You've Earned 10% More: Validate Your Earnings Update Today,spam,2021-10-19
Friendly reminder: Update your billing information to continue receiving our premium services. Failure to update may result in service interruption. Update now!,Action Required: Unauthorized Access Detected – Confirm Your Identity,spam,2022-12-05
Final Notice: All tickets for the gala celebrity event have sold out. But you can win a spot for free! Click here to register and get your free ticket.,Incredible Opportunity: Limited-Time Investment With High Returns,spam,2024-04-25
Your prescription has been delayed due to high demand. We apologize for the inconvenience. Please renew your prescription now to avoid any further delays to your treatment.,Mass Email Alert: Security Breach – Change Your Password Immediately,spam,2023-08-02
Did you double-check your account today? You missed out on a 10% bonus for your consistent performance. Retrieve your bonus by clicking this link. Don't delay!,"Top Rated: Latest Photo Enhancement Tools, Get Yours Risk-Free Trial",spam,2023-09-22
"Unexpected activity detected on your account. Immediate action required. To protect your account, please verify your identity by following this link. We appreciate your prompt attention to this matter.",Earn Big Money Now!,spam,2022-07-18
Join our elite investors club now! You will receive exclusive access to investment opportunities with guaranteed high returns. Register today for a risk-free trial period.,Congratulations! Urgent Lottery Win,spam,2020-05-04
"Security Alert: There has been unexpected activity on your account. It could be a sign of a security breach. To ensure your continued safety, please update your password immediately by clicking this link.",Final Notice: Account Verification Required,spam,2021-11-30
"Exclusive invitation: Secure your spot at the upcoming high-profile gala. This is only available for a limited time, so act now! Click here to register and receive your complimentary VIP ticket.",Incredible Deal on Real Estate - Limited Time!,spam,2022-03-01
"Dear lucky winner, you have just been selected to receive $1,000,000 in winnings from our annual Global Lottery Draw! To claim your prize, please click on the following link and enter your personal details under the section 'Confirm Your Winnings'. Beware, this offer is only valid until midnight today. Don't miss out!",Inherit $1 Million - Claim Your Share,spam,2022-11-04
This is to inform you that your IT service credit has been updated to $500.00. Please verify your account within 48 hours by entering the provided code below to ensure full service availability without interruption. Ignoring this may result in service deactivation. Click here for verification.,Revolutionary Weight Loss Technique Revealed,spam,2024-06-05
Congratulations on becoming a part of our elite investment circle! Take advantage of exclusive insider trading tips that can boost your portfolio significantly. Secure your seat for this limited-access strategy webinar by responding to this message within 24 hours.,Exclusive Invitation: Premium Membership Limited,spam,2024-04-28
Exclusive invitation for a transformational journey. We are offering a revolutionary weight loss technique that guarantees results within weeks. Limited seats available for our special intensive program starting next week. Sign up with us to claim your spot and see the difference!,Your IT Service Credit Updated Immediately,spam,2024-10-29
"URGENT: Your bank account has been flagged due to suspicious activities. To protect your assets, we need you to verify your credentials. Visit our secure verification page now. Failure to confirm may lead to account suspension. This is not a phishing attempt - our team is here to assist you.",You've Been Chosen for a Secret Mission,spam,2023-12-08
"This is your Final Notice to claim the $20,000,000 hidden in your ancestral property. The claim form must be filed within 72 hours. Contact our legal team immediately for instructions on how to proceed with the claim. Do not miss this once-in-a-lifetime opportunity!",Discounted Software Bundle - Act Now,spam,2024-07-06
Special Offer: Upgrade to Platinum Membership and receive a whopping 70% discount on our premium services for one year only! Avail this exclusive offer before it expires at midnight. Use code 'MEMBER70' at the checkout page.,Exclusive Opportunity: Claim Your Bonus Now!,spam,2024-04-02
"Attention loyal customers! You've been selected for a VIP trial of our new software bundle. Enjoy a massive discount of 65% off the regular price. Claim your offer now to save big on technology needs. Hurry, this exclusive offer ends in 48 hours.",You've been selected for a free gift! Click now.,spam,2020-10-21
Congratulations on being selected to join our Secret Mission group! You've been given a unique opportunity to solve global puzzles and win substantial cash rewards. Click this link to begin your mission. Action must be taken within 48 hours.,Urgent: Update Your Account Information,spam,2021-08-27
This is your Exclusive Invitation: Benefit from our limited-time offer and gain a special credit of $300.00 on your next purchase from our website. This invite has a validity of 72 hours only. Click to claim your exclusive credit now!,Limited Time Offer: Save Big on Electronics!,spam,2021-03-31
Congratulations! You have been chosen to receive a sum of $5000 without any obligation. Click this link to claim your bonus: http://bit.ly/spambonus,Incredible Weight Loss Results Just for You,spam,2022-05-26
"We are thrilled to offer you a lifetime supply of premium coffee for FREE! Don’t miss out, claim your rewards now by clicking here: http://bit.ly/freecoffee",FREE Money from Wealthy Investors - Report Inside,spam,2024-11-11
This is an urgent security alert. Please verify your account details by clicking on the following link immediately: http://bit.ly/urgentsecurity,Important: Verify Your Account Details,spam,2024-11-10
Limited Edition Sneakers - Exclusive Offer Just for You! Click to buy before it's too late: http://bit.ly/limitedsneakers,You've Won a Prize! Claim your Photo Album Today!,spam,2022-10-11
Revolutionary software will transform your business! Unlock the free demo version now: http://bit.ly/freedemo,Get Rich Quick with Our Exclusive Online Course,spam,2023-12-01
Immediately claim your share of $1 million investment opportunity! Don't miss out: http://bit.ly/millionaireopportunity,Insurance Policy Update - Action Required Immediately,spam,2020-01-02
You've won an all-expenses-paid luxury vacation! Click here to redeem your ticket: http://bit.ly/luxuryvacation,Congratulations! You've won a free trip to Bahamas! Click here!,spam,2021-11-19
Claim your instant $2000 insurance payout! All you need to do is click here: http://bit.ly/insurancepayout,Important: Verify your account information - immediate action required!,spam,2022-10-27
Get instant wealth with our proven day trading system! Click here today to start: http://bit.ly/daytradingsystem,Exclusive offer just for you: Get 50% off on luxury watches now!,spam,2023-10-20
You now have access to a secret online community with thousands of members worldwide. Join now: http://bit.ly/secretcommunity,Urgent: Your prize awaits after verifying your identity,spam,2023-10-07
Unlock your personal trainer for FREE for today only! Claim your spot and start losing weight now: http://bit.ly/freepersonaltrainer,Limited time offer: Cheap designer medication - order now for guaranteed delivery,spam,2020-10-23
"Dear winner, we are thrilled to inform you that you have been automatically enrolled in our VIP mileage reward program. To activate your miles, please click the link below and enter your personal details promptly. Failure to act within 48 hours will result in your miles being forfeited. Regards, Travel Mileage Club",You've been selected for a VIP gaming tournament - register immediately,spam,2023-01-01
This is to inform you that your bank account has been compromised. We strongly advise you to update your passwords and security questions immediately to avoid further unauthorized transactions. Immediate action is required!,New government policy: Your tax refund details enclosed,spam,2021-03-03
"Get ready to indulge in our luxurious collection at a fraction of the cost! Secure your pieces now, as this exclusive deal ends midnight. Don't miss out on this once-in-a-lifetime opportunity!",Celebrity profile update: See exclusive photos and videos,spam,2020-02-03
Urgent: Security Breach! We have detected unusual activities on your account. Please confirm your identity by clicking this link and answering the security question to prevent account lockout. Your cooperation is highly valued!,IT Help Needed: Your system may have been hacked - call now,spam,2024-08-24
Exclusive access to our new line of prescription drugs at a price unmatched anywhere. Claim your discount through our secure website before the stock runs out. Quality and affordability at your fingertips!,Request for meeting with your director urgent,spam,2023-01-10
Alert: Your personal data has been exposed in a recent cyber incident. We urgently request you to reset your password via this link and allow us to verify your identity. Your prompt response will help us restore your account's security.,You Won't Believe Your Inheritance! Claim Now!,spam,2023-01-13
You are one of the chosen few! Be prepared to participate in our high-stakes online gaming event. Act now to confirm your participation details and receive your entry code. No additional entries after the deadline!,Exclusive Invitation: Limited-Time Offer on Luxury Gadgets!,spam,2020-08-03
Update Notice: We have recently implemented a new government policy that affects your tax refunds. Please download the attached document for comprehensive details. Immediate review and action is recommended.,Urgent: Update Your Account Information to Secure Your Account!,spam,2022-05-24
Achieve stardom with us! Our exclusive platform offers a once-in-a-lifetime chance for you to showcase your talents. Register now for an interview opportunity and embark on your path to fame. Time is ticking!,Lose Weight with Our Revolutionary New Diet Pills - Order Today!,spam,2021-04-20
We have received reports of potential malware on your device. It is imperative that you update your system software and run a complete virus scan. Contact our IT support team immediately to avoid damage.,Congratulations! Vacation Deal Just For You. Use Code: SPRING20,spam,2020-08-27
"A meeting with our esteemed director has been scheduled. Due to its urgency, we kindly request you to confirm your availability within the next hour. Failure to do so may lead to project delays. Best Regards, Project Leadership Team",Important Notice: Unauthorized Activity Detected on Your Account,spam,2021-07-05
"Hello dear friend, you've won a big prize! Hurry and click the link below to claim your inheritance, guaranteed. Don't miss out! Just reply this message to verify your identity and get your share. Trust us, this is not a scam. Regards, The Claim Team.",Earn Extra Cash: Work From Home Opportunity,spam,2020-08-09
"Alert: Your exclusive offer on our premium tech is almost expiring! Secure your spot for the limited edition gadgets. Act fast, only a few left. Use code: EXCLUSIVE20 for a deep discount. Don't delay – this deal is going fast.",Easy Money Now: Enroll in Our No-Risk Investment Program,spam,2020-09-06
"Dear user, we've detected some unusual activity on your account. Please log in immediately to update your security details. Failure to do so may result in the suspension of your account. Thank you for your prompt attention to this critical matter.",Parents Required: Register Your Child for the Upcoming School Event,spam,2020-05-21
"Revolutionary Weight Loss Solution Awaits You! Don't wait any longer to transform your body. Our diet pills are proven to work, and we offer a risk-free trial. Contact us now before supplies run out. It's time to slim down and look fabulous.",Last Chance: Free Membership to Exclusive Club Sign-Up!,spam,2021-02-27
"Dreaming of a tropical escape? You're about to make it a reality! Use the promotional code SPRING20 at checkout for a significant discount on your vacation. Hurry, this offer is valid for a limited time only.",Exclusive Invitation: 500% Off Your Dream Vacation!,spam,2020-10-07
Caution: Potential breach detected. Immediate action required to protect your personal and financial information. Follow the link below to reset your password and secure your account. Your security is our top priority.,URGENT: Confirm Your Account Details to Avoid Account Suspension!,spam,2023-09-24
Say goodbye to your financial struggles! Our legitimate work-from-home business opportunity offers steady income without leaving your home. Join thousands of satisfied members now. No experience necessary. Contact us today to get started.,Special Opportunity: Claim Your Free Premium Membership!,spam,2022-04-14
"Invest your hard-earned savings wisely right now! Our easy-to-understand, no-risk investment program guarantees fixed monthly returns. Sign up through the link below and begin earning extra cash today. This is your chance to grow your wealth.","You've Won a $10,000 Car – Claim Now!",spam,2020-12-04
This is a gentle reminder from our Parent-Teacher Association for all parents. Please register your child in our school event by the end of the month. Missing this deadline may lead to them not being able to participate.,Infinite Wealth Tips: How to Multiply Your Income Overnight!,spam,2024-03-01
"Last chance to join the ranks of the elite! Sign up for our VIP club with this FREE membership offer. You'll receive exclusive benefits and access to invite-only events. Use the code CLUBHOTEL at checkout. Hurry, offer expires soon.",Important: Update Your Contact Information to Secure Bonuses!,spam,2022-08-03
"You're a lucky spouse in need of some cash. We have an amazing opportunity: Transfer your spouse's inheritance to your account. It's completely legit, guaranteed, and we'll keep your identities safe. Simply follow the link below and complete the transfer process. No one will ever know.",Request for Photo: We Need a Recent ID to Proceed!,spam,2020-10-19
Your financial advisor has some great news! You've been selected for a premium investment opportunity. This is a rare chance to significantly increase your wealth with guaranteed returns. Don't hesitate to click the link below to accept this exclusive offer. Financial freedom is just a few clicks away.,Last Chance: Special Discount on Our Year-End Sales!,spam,2023-02-03
"Congratulations! You have been chosen for an exclusive shopping event with unbelievable discounts up to 70% off. Hurry, this offer is valid for a limited time only. Be the first to sign up and receive the VIP parking code.",Legal Alert: Court Notice Required for Subscription Renewal!,spam,2021-06-20
"Immediate Action Required: Your account has been flagged for suspicious activity. To avoid temporary account suspension, please verify your identity by clicking on the link below within the next 24 hours.",Congratulations: You've Just Been Selected for a Life-Changing Giveaway!,spam,2023-09-18
